,game,away,home,away-score,home-score,date,attendance,winner
3470,401077118,BAL,BOS,4.0,1.0,2019-09-27,"34,533",BAL
3471,401077127,TB,TOR,6.0,2.0,2019-09-27,"16,348",TB
3474,401077125,NYY,TEX,14.0,7.0,2019-09-28,"35,168",NYY
3475,401077133,BAL,BOS,9.0,4.0,2019-09-28,"36,414",BAL
3476,401077142,TB,TOR,1.0,4.0,2019-09-28,"20,293",TOR
3480,401077157,TB,TOR,3.0,8.0,2019-09-29,"25,738",TOR
3481,401077155,NYY,TEX,1.0,6.0,2019-09-29,"47,144",TEX
3482,401077148,BAL,BOS,4.0,5.0,2019-09-29,"35,427",BOS
3483,401077140,NYY,TEX,4.0,9.0,2019-09-29,"42,870",TEX
3488,401169054,TB,OAK,5.0,1.0,2019-10-03,"54,005",TB
3490,401169076,MIN,NYY,4.0,10.0,2019-10-04,"49,233",NYY
3492,401169075,TB,HOU,2.0,6.0,2019-10-04,"43,360",HOU
3494,401169080,MIN,NYY,2.0,8.0,2019-10-05,"49,277",NYY
3496,401169079,TB,HOU,1.0,3.0,2019-10-06,"43,378",HOU
3498,401169083,HOU,TB,3.0,10.0,2019-10-07,"32,251",TB
3500,401169084,NYY,MIN,5.0,1.0,2019-10-08,"41,121",NYY
3501,401169087,HOU,TB,1.0,4.0,2019-10-08,"32,178",TB
3504,401169091,TB,HOU,1.0,6.0,2019-10-10,"43,418",HOU
3506,401169094,NYY,HOU,7.0,0.0,2019-10-13,"43,311",NYY
3508,401169096,NYY,HOU,2.0,3.0,2019-10-14,"43,359",HOU
3510,401169098,HOU,NYY,4.0,1.0,2019-10-15,"48,998",HOU
3512,401169102,HOU,NYY,8.0,3.0,2019-10-18,"49,067",HOU
3513,401180713,HOU,NYY,1.0,4.0,2019-10-18,"48,483",NYY
3516,401169104,NYY,HOU,4.0,6.0,2019-10-20,"43,357",HOU
3518,401225674,NYY,WSH,4.0,1.0,2020-07-23,,NYY
3520,401225687,TOR,TB,6.0,4.0,2020-07-24,,TOR
3521,401225675,BAL,BOS,2.0,13.0,2020-07-24,,BOS
3524,401225689,BAL,BOS,7.0,2.0,2020-07-25,,BAL
3525,401225701,TOR,TB,1.0,4.0,2020-07-25,,TB
3526,401225703,NYY,WSH,2.0,9.0,2020-07-25,,WSH
3530,401225704,BAL,BOS,7.0,4.0,2020-07-26,,BAL
3531,401225718,NYY,WSH,3.0,2.0,2020-07-26,,NYY
3532,401225716,TOR,TB,5.0,6.0,2020-07-26,,TB
3536,401225730,TOR,WSH,4.0,1.0,2020-07-27,,TOR
3537,401225729,ATL,TB,5.0,14.0,2020-07-27,,TB
3540,401225719,NYM,BOS,7.0,4.0,2020-07-27,,NYM
3542,401225743,ATL,TB,2.0,5.0,2020-07-28,,TB
3543,401225745,TOR,WSH,5.0,1.0,2020-07-28,,TOR
3544,401225731,NYM,BOS,8.0,3.0,2020-07-28,,NYM
3548,401225760,WSH,TOR,4.0,0.0,2020-07-29,,WSH
3549,401225746,TB,ATL,4.0,7.0,2020-07-29,,ATL
3550,401232669,NYY,BAL,9.0,3.0,2020-07-29,,NYY
3553,401225754,BOS,NYM,6.0,5.0,2020-07-29,,BOS
3556,401225762,TB,ATL,1.0,2.0,2020-07-30,,ATL
3557,401225768,BOS,NYM,4.0,2.0,2020-07-30,,BOS
3558,401232670,NYY,BAL,8.0,6.0,2020-07-30,,NYY
3562,401225771,WSH,TOR,6.0,4.0,2020-07-30,,WSH
3564,401225774,TB,BAL,3.0,6.0,2020-07-31,,BAL
3565,401225783,BOS,NYY,1.0,5.0,2020-07-31,,NYY
3568,401225798,BOS,NYY,2.0,5.0,2020-08-01,,NYY
3569,401225789,TB,BAL,4.0,5.0,2020-08-01,,BAL
3572,401225804,TB,BAL,1.0,5.0,2020-08-02,,BAL
3573,401225813,BOS,NYY,7.0,9.0,2020-08-02,,NYY
3576,401233577,PHI,NYY,3.0,6.0,2020-08-03,,NYY
3578,401225840,BOS,TB,1.0,5.0,2020-08-04,,TB
3579,401225828,TOR,ATL,1.0,10.0,2020-08-04,,ATL
3582,401234048,MIA,BAL,4.0,0.0,2020-08-05,,MIA
3583,401233579,PHI,NYY,11.0,7.0,2020-08-05,,PHI
3584,401234049,MIA,BAL,1.0,0.0,2020-08-05,,MIA
3585,401225855,BOS,TB,5.0,0.0,2020-08-05,,BOS
3586,401225843,TOR,ATL,2.0,1.0,2020-08-05,,TOR
3587,401234075,NYY,PHI,3.0,1.0,2020-08-05,,NYY
3594,401234051,BAL,MIA,7.0,8.0,2020-08-06,,MIA
3595,401225858,TOR,ATL,3.0,4.0,2020-08-06,,ATL
3596,401233580,NYY,PHI,4.0,5.0,2020-08-06,,PHI
3597,401234050,BAL,MIA,1.0,2.0,2020-08-06,,MIA
3602,401225883,BAL,WSH,11.0,0.0,2020-08-07,,BAL
3603,401225869,TOR,BOS,3.0,5.0,2020-08-07,,BOS
3604,401225881,NYY,TB,0.0,1.0,2020-08-07,,TB
3608,401225898,BAL,WSH,5.0,3.0,2020-08-08,,BAL
3610,401225884,TOR,BOS,2.0,1.0,2020-08-08,,TOR
3611,401225896,NYY,TB,8.0,4.0,2020-08-08,,NYY
3612,401233576,NYY,TB,3.0,5.0,2020-08-08,,TB
3616,401225911,NYY,TB,3.0,4.0,2020-08-09,,TB
3617,401225899,TOR,BOS,3.0,5.0,2020-08-09,,BOS
3618,401225913,BAL,WSH,6.0,2.0,2020-08-09,,BAL
3622,401225914,TB,BOS,8.0,7.0,2020-08-10,,TB
3624,401225936,BAL,PHI,10.0,9.0,2020-08-11,,BAL
3625,401225925,TB,BOS,8.0,2.0,2020-08-11,,TB
3626,401225935,ATL,NYY,6.0,9.0,2020-08-11,,NYY
3628,401225939,MIA,TOR,4.0,5.0,2020-08-11,,TOR
3632,401225950,ATL,NYY,3.0,6.0,2020-08-12,,NYY
3633,401225940,TB,BOS,9.0,5.0,2020-08-12,,TB
3635,401225951,BAL,PHI,5.0,4.0,2020-08-12,,BAL
3636,401225954,MIA,TOR,14.0,11.0,2020-08-12,,MIA
3640,401225955,TB,BOS,17.0,8.0,2020-08-13,,TB
3642,401225961,BAL,PHI,11.0,4.0,2020-08-13,,BAL
3644,401225972,BOS,NYY,3.0,10.0,2020-08-14,,NYY
3645,401225963,WSH,BAL,15.0,3.0,2020-08-14,,WSH
3646,401225975,TB,TOR,4.0,12.0,2020-08-14,,TOR
3650,401225977,WSH,BAL,3.0,7.0,2020-08-15,,BAL
3652,401225987,BOS,NYY,5.0,11.0,2020-08-15,,NYY
3653,401225990,TB,TOR,3.0,2.0,2020-08-15,,TB
3656,401226005,TB,TOR,7.0,5.0,2020-08-16,,TB
3657,401225992,WSH,BAL,6.0,5.0,2020-08-16,,WSH
3660,401226002,BOS,NYY,2.0,4.0,2020-08-16,,NYY
3662,401226016,BOS,NYY,3.0,6.0,2020-08-17,,NYY
3663,401226008,TOR,BAL,7.0,2.0,2020-08-17,,TOR
3666,401226030,TB,NYY,6.0,3.0,2020-08-18,,TB
3667,401226021,PHI,BOS,13.0,6.0,2020-08-18,,PHI
3668,401226020,TOR,BAL,8.0,7.0,2020-08-18,,TOR
3672,401226034,TOR,BAL,5.0,2.0,2020-08-19,,TOR
3674,401226035,PHI,BOS,3.0,6.0,2020-08-19,,BOS
3675,401226042,TB,NYY,4.0,2.0,2020-08-19,,TB
3678,401226053,TB,NYY,10.0,5.0,2020-08-20,,TB
3679,401234683,PHI,TOR,8.0,9.0,2020-08-20,,TOR
3680,401234682,PHI,TOR,2.0,3.0,2020-08-20,,TOR
3681,401226048,BOS,BAL,7.0,1.0,2020-08-20,,BOS
3686,401226061,BOS,BAL,8.0,5.0,2020-08-21,,BOS
3687,401226073,TOR,TB,6.0,5.0,2020-08-21,,TOR
3690,401226088,TOR,TB,1.0,2.0,2020-08-22,,TB
3692,401226076,BOS,BAL,4.0,5.0,2020-08-22,,BAL
3694,401226091,BOS,BAL,4.0,5.0,2020-08-23,,BAL
3695,401226103,TOR,TB,4.0,5.0,2020-08-23,,TB
3698,401226111,TOR,TB,6.0,4.0,2020-08-24,,TOR
3700,401226127,BOS,TOR,9.0,7.0,2020-08-25,,BOS
3701,401226125,BAL,TB,2.0,4.0,2020-08-25,,TB
3704,401226130,NYY,ATL,1.0,5.0,2020-08-26,,ATL
3705,401226142,BOS,TOR,1.0,9.0,2020-08-26,,TOR
3706,401226140,BAL,TB,3.0,4.0,2020-08-26,,TB
3710,401240266,NYY,ATL,1.0,2.0,2020-08-26,,ATL
3712,401226165,NYM,NYY,6.0,4.0,2020-08-28,,NYM
3713,401226163,TB,MIA,2.0,0.0,2020-08-28,,TB
3714,401240119,NYY,NYM,3.0,4.0,2020-08-28,,NYM
3715,401226156,WSH,BOS,10.0,2.0,2020-08-28,,WSH
3717,401226169,BAL,TOR,4.0,5.0,2020-08-28,,TOR
3722,401226178,TB,MIA,4.0,0.0,2020-08-29,,TB
3723,401226171,WSH,BOS,3.0,5.0,2020-08-29,,BOS
3724,401226184,BAL,TOR,0.0,5.0,2020-08-29,,TOR
3726,401226180,NYM,NYY,1.0,2.0,2020-08-29,,NYY
3730,401240120,NYY,NYM,5.0,2.0,2020-08-30,,NYY
3731,401226199,BAL,TOR,5.0,6.0,2020-08-30,,TOR
3732,401226186,WSH,BOS,5.0,9.0,2020-08-30,,BOS
3733,401226195,NYM,NYY,7.0,8.0,2020-08-30,,NYY
3734,401226193,TB,MIA,12.0,7.0,2020-08-30,,TB
3740,401226207,TB,NYY,5.0,3.0,2020-08-31,,TB
3741,401226200,ATL,BOS,6.0,3.0,2020-08-31,,ATL
3742,401226209,BAL,TOR,4.0,3.0,2020-08-31,,BAL
3746,401226210,NYM,BAL,5.0,9.0,2020-09-01,,BAL
3747,401226211,ATL,BOS,10.0,3.0,2020-09-01,,ATL
3750,401226220,TB,NYY,3.0,5.0,2020-09-01,,NYY
3751,401226217,TOR,MIA,2.0,3.0,2020-09-01,,MIA
3754,401226232,TOR,MIA,2.0,1.0,2020-09-02,,TOR
3755,401226225,ATL,BOS,7.0,5.0,2020-09-02,,ATL
3757,401226224,NYM,BAL,9.0,4.0,2020-09-02,,NYM
3758,401226235,TB,NYY,5.0,2.0,2020-09-02,,TB
3762,401226239,TOR,BOS,6.0,2.0,2020-09-03,,TOR
3763,401240121,NYY,NYM,7.0,9.0,2020-09-03,,NYM
3766,401226248,NYY,BAL,6.0,5.0,2020-09-04,,NYY
3767,401241647,BOS,TOR,3.0,2.0,2020-09-04,,BOS
3768,401226261,MIA,TB,4.0,5.0,2020-09-04,,TB
3769,401226249,TOR,BOS,8.0,7.0,2020-09-04,,TOR
3774,401226263,NYY,BAL,1.0,6.0,2020-09-05,,BAL
3776,401226264,TOR,BOS,8.0,9.0,2020-09-05,,BOS
3777,401226276,MIA,TB,7.0,3.0,2020-09-05,,MIA
3778,401234674,NYY,BAL,3.0,6.0,2020-09-05,,BAL
3782,401226278,NYY,BAL,1.0,5.0,2020-09-06,,BAL
3783,401226291,MIA,TB,4.0,5.0,2020-09-06,,TB
3784,401226279,TOR,BOS,10.0,8.0,2020-09-06,,TOR
3788,401226302,TB,WSH,1.0,6.0,2020-09-07,,WSH
3789,401226301,NYY,TOR,7.0,12.0,2020-09-07,,TOR
3792,401226310,BOS,PHI,5.0,6.0,2020-09-08,,PHI
3793,401226317,TB,WSH,3.0,5.0,2020-09-08,,WSH
3794,401226316,NYY,TOR,1.0,2.0,2020-09-08,,TOR
3795,401226308,BAL,NYM,11.0,2.0,2020-09-08,,BAL
3796,401226325,BOS,PHI,5.0,2.0,2020-09-08,,BOS
3802,401226323,BAL,NYM,6.0,7.0,2020-09-09,,NYM
3803,401226331,NYY,TOR,7.0,2.0,2020-09-09,,NYY
3806,401226339,BOS,TB,4.0,3.0,2020-09-10,,BOS
3808,401226352,BOS,TB,1.0,11.0,2020-09-11,,TB
3809,401245097,BAL,NYY,1.0,10.0,2020-09-11,,NYY
3810,401226349,BAL,NYY,0.0,6.0,2020-09-11,,NYY
3811,401226354,NYM,TOR,18.0,1.0,2020-09-11,,NYM
3816,401226369,NYM,TOR,2.0,3.0,2020-09-12,,TOR
3817,401226367,BOS,TB,4.0,5.0,2020-09-12,,TB
3818,401226364,BAL,NYY,1.0,2.0,2020-09-12,,NYY
3822,401226382,BOS,TB,6.0,3.0,2020-09-13,,BOS
3823,401226384,NYM,TOR,3.0,7.0,2020-09-13,,TOR
3824,401226379,BAL,NYY,1.0,3.0,2020-09-13,,NYY
3828,401226386,ATL,BAL,1.0,14.0,2020-09-14,,BAL
3830,401226392,ATL,BAL,5.0,1.0,2020-09-15,,ATL
3832,401226402,TOR,NYY,6.0,20.0,2020-09-15,,NYY
3833,401226406,WSH,TB,1.0,6.0,2020-09-15,,TB
3835,401226389,BOS,MIA,2.0,0.0,2020-09-15,,BOS
3838,401226417,TOR,NYY,2.0,13.0,2020-09-16,,NYY
3839,401226400,BOS,MIA,4.0,8.0,2020-09-16,,MIA
3840,401226421,WSH,TB,4.0,2.0,2020-09-16,,WSH
3844,401226407,ATL,BAL,1.0,5.0,2020-09-16,,BAL
3846,401226428,TOR,NYY,7.0,10.0,2020-09-17,,NYY
3847,401226422,TB,BAL,3.0,1.0,2020-09-17,,TB
3848,401226415,BOS,MIA,5.0,3.0,2020-09-17,,BOS
3849,401241322,BAL,TB,6.0,10.0,2020-09-17,,TB
3854,401226431,TB,BAL,2.0,1.0,2020-09-18,,TB
3855,401226432,NYY,BOS,6.0,5.0,2020-09-18,,NYY
3856,401226443,TOR,PHI,7.0,8.0,2020-09-18,,PHI
3860,401234681,PHI,TOR,7.0,0.0,2020-09-18,,PHI
3862,401226446,TB,BAL,3.0,1.0,2020-09-19,,TB
3863,401226447,NYY,BOS,8.0,0.0,2020-09-19,,NYY
3864,401226458,TOR,PHI,1.0,3.0,2020-09-19,,PHI
3868,401226462,NYY,BOS,2.0,10.0,2020-09-20,,BOS
3869,401226461,TB,BAL,1.0,2.0,2020-09-20,,BAL
3870,401226473,TOR,PHI,6.0,3.0,2020-09-20,,TOR
3874,401226481,TB,NYM,2.0,1.0,2020-09-21,,TB
3875,401226485,NYY,TOR,5.0,11.0,2020-09-21,,TOR
3878,401226500,NYY,TOR,12.0,1.0,2020-09-22,,NYY
3879,401226495,TB,NYM,2.0,5.0,2020-09-22,,NYM
3881,401226489,BAL,BOS,3.0,8.0,2020-09-22,,BOS
3884,401226515,NYY,TOR,1.0,14.0,2020-09-23,,TOR
3885,401226504,BAL,BOS,1.0,9.0,2020-09-23,,BOS
3888,401226510,TB,NYM,8.0,5.0,2020-09-23,,TB
3890,401226518,BAL,BOS,13.0,1.0,2020-09-24,,BAL
3891,401226526,NYY,TOR,1.0,4.0,2020-09-24,,TOR
3894,401226529,BOS,ATL,7.0,8.0,2020-09-25,,ATL
3895,401226541,BAL,TOR,5.0,10.0,2020-09-25,,TOR
3896,401226535,MIA,NYY,4.0,3.0,2020-09-25,,MIA
3897,401226539,PHI,TB,4.0,6.0,2020-09-25,,TB
3902,401226544,BOS,ATL,8.0,2.0,2020-09-26,,BOS
3903,401226554,PHI,TB,3.0,4.0,2020-09-26,,TB
3904,401226556,BAL,TOR,2.0,5.0,2020-09-26,,TOR
3905,401226550,MIA,NYY,4.0,11.0,2020-09-26,,NYY
3910,401226559,BOS,ATL,9.0,1.0,2020-09-27,,BOS
3911,401226569,PHI,TB,0.0,5.0,2020-09-27,,TB
3913,401226571,BAL,TOR,7.0,5.0,2020-09-27,,BAL
3914,401226565,MIA,NYY,5.0,0.0,2020-09-27,,MIA
3918,401246335,TOR,TB,1.0,3.0,2020-09-29,,TB
3919,401246333,NYY,CLE,12.0,3.0,2020-09-29,,NYY
3922,401246339,TOR,TB,2.0,8.0,2020-09-30,,TB
3924,401246337,NYY,CLE,10.0,9.0,2020-09-30,,NYY
3926,401246354,NYY,TB,9.0,3.0,2020-10-06,,NYY
3928,401246356,NYY,TB,5.0,7.0,2020-10-07,,TB
3929,401246360,TB,NYY,8.0,4.0,2020-10-07,,TB
3932,401246364,TB,NYY,1.0,5.0,2020-10-08,,NYY
3934,401246368,NYY,TB,1.0,2.0,2020-10-09,,TB
3936,401246373,HOU,TB,1.0,2.0,2020-10-11,,TB
3938,401246374,HOU,TB,2.0,4.0,2020-10-12,,TB
3940,401246375,TB,HOU,5.0,2.0,2020-10-14,,TB
3942,401246377,TB,HOU,3.0,4.0,2020-10-15,,HOU
3944,401246376,TB,HOU,3.0,4.0,2020-10-15,,HOU
3946,401246378,HOU,TB,7.0,4.0,2020-10-16,,HOU
3948,401246379,HOU,TB,2.0,4.0,2020-10-18,,TB
3950,401246387,TB,LAD,3.0,8.0,2020-10-21,"11,388",LAD
3952,401246388,TB,LAD,6.0,4.0,2020-10-22,"11,472",TB
3954,401246389,LAD,TB,6.0,2.0,2020-10-24,"11,447",LAD
3956,401246390,LAD,TB,7.0,8.0,2020-10-25,"11,441",TB
3958,401246391,LAD,TB,4.0,2.0,2020-10-26,"11,437",LAD
3960,401246392,TB,LAD,1.0,3.0,2020-10-28,"11,437",LAD
3962,401227064,TB,MIA,1.0,0.0,2021-04-01,"7,062",TB
3964,401227066,TOR,NYY,3.0,2.0,2021-04-01,"10,850",TOR
3966,401227072,TB,MIA,6.0,4.0,2021-04-02,"6,115",TB
3968,401317836,BAL,BOS,3.0,0.0,2021-04-02,"4,452",BAL
3970,401227075,BAL,BOS,4.0,2.0,2021-04-03,"4,571",BAL
3971,401227085,TB,MIA,7.0,12.0,2021-04-03,"6,179",MIA
3973,401227087,TOR,NYY,3.0,5.0,2021-04-03,"10,107",NYY
3976,401227090,BAL,BOS,11.0,3.0,2021-04-04,"4,458",BAL
3977,401227100,TOR,NYY,3.0,1.0,2021-04-04,"10,066",TOR
3980,401227113,TB,BOS,2.0,11.0,2021-04-05,"4,577",BOS
3982,401227102,BAL,NYY,0.0,7.0,2021-04-05,"9,008",NYY
3983,401227114,TOR,TEX,6.0,2.0,2021-04-05,"38,238",TOR
3986,401227117,BAL,NYY,2.0,7.0,2021-04-06,"9,404",NYY
3987,401227127,TB,BOS,5.0,6.0,2021-04-06,"4,682",BOS
3990,401227141,TB,BOS,2.0,9.0,2021-04-07,"4,751",BOS
3991,401227131,BAL,NYY,4.0,3.0,2021-04-07,"10,254",BAL
3992,401227142,TOR,TEX,1.0,2.0,2021-04-07,"16,876",TEX
3994,401227128,TOR,TEX,4.0,7.0,2021-04-07,"18,585",TEX
3998,401227145,BOS,BAL,7.0,3.0,2021-04-08,"10,150",BOS
3999,401227143,LAA,TOR,7.0,5.0,2021-04-08,"1,348",LAA
4002,401227152,LAA,TOR,7.0,1.0,2021-04-09,"1,523",LAA
4003,401227156,NYY,TB,5.0,10.0,2021-04-09,"9,021",TB
4006,401227170,NYY,TB,0.0,4.0,2021-04-10,"6,270",TB
4007,401227161,LAA,TOR,1.0,15.0,2021-04-10,"1,292",TOR
4008,401227162,BOS,BAL,6.0,4.0,2021-04-10,"9,307",BOS
4012,401227185,NYY,TB,8.0,4.0,2021-04-11,"6,965",NYY
4013,401227177,BOS,BAL,14.0,9.0,2021-04-11,"8,171",BOS
4016,401227197,NYY,TOR,3.0,1.0,2021-04-12,"1,576",NYY
4018,401227202,TEX,TB,0.0,1.0,2021-04-12,"3,627",TB
4020,401227216,SEA,BAL,6.0,7.0,2021-04-13,"4,147",BAL
4021,401227212,NYY,TOR,3.0,7.0,2021-04-13,"1,550",TOR
4022,401320453,SEA,BAL,4.0,3.0,2021-04-13,,SEA
4023,401227217,TEX,TB,8.0,3.0,2021-04-13,"4,753",TEX
4024,401227205,BOS,MIN,4.0,2.0,2021-04-13,"6,724",BOS
4030,401227227,NYY,TOR,4.0,5.0,2021-04-14,"1,613",TOR
4031,401227231,TEX,TB,5.0,1.0,2021-04-14,"3,021",TEX
4032,401320523,BOS,MIN,7.0,1.0,2021-04-14,"7,074",BOS
4034,401227220,BOS,MIN,3.0,2.0,2021-04-14,,BOS
4038,401227242,TEX,TB,6.0,4.0,2021-04-15,"4,217",TEX
4039,401227234,BOS,MIN,3.0,4.0,2021-04-15,"7,925",MIN
4040,401320813,SEA,BAL,2.0,1.0,2021-04-15,"5,060",SEA
4044,401227241,SEA,BAL,4.0,2.0,2021-04-15,,SEA
4046,401227257,TB,NYY,8.0,2.0,2021-04-16,"10,202",TB
4048,401227243,TOR,KC,5.0,7.0,2021-04-16,"6,266",KC
4050,401227261,BAL,TEX,6.0,1.0,2021-04-17,"29,338",BAL
4051,401227272,TB,NYY,6.0,3.0,2021-04-17,"10,583",TB
4052,401227273,TOR,KC,5.0,1.0,2021-04-17,"9,048",TOR
4053,401227262,CHW,BOS,4.0,7.0,2021-04-17,"4,668",BOS
4054,401321165,TOR,KC,2.0,3.0,2021-04-17,"8,950",KC
4060,401227246,BAL,TEX,5.0,2.0,2021-04-17,"22,173",BAL
4062,401227288,TOR,KC,0.0,2.0,2021-04-18,"9,042",KC
4063,401227277,CHW,BOS,3.0,2.0,2021-04-18,"4,679",CHW
4064,401321164,CHW,BOS,5.0,1.0,2021-04-18,"4,601",CHW
4065,401227276,BAL,TEX,0.0,1.0,2021-04-18,"24,267",TEX
4066,401227287,TB,NYY,4.0,2.0,2021-04-18,"10,606",TB
4072,401227289,CHW,BOS,4.0,11.0,2021-04-19,"4,738",BOS
4074,401227295,TB,KC,4.0,1.0,2021-04-20,"5,589",TB
4075,401227298,ATL,NYY,1.0,3.0,2021-04-20,"10,017",NYY
4076,401227311,TOR,BOS,2.0,4.0,2021-04-20,"4,728",BOS
4077,401227299,BAL,MIA,7.0,5.0,2021-04-20,"4,540",BAL
4082,401227309,TB,KC,14.0,7.0,2021-04-21,"4,481",TB
4083,401227314,BAL,MIA,0.0,3.0,2021-04-21,"4,028",MIA
4084,401227313,ATL,NYY,4.0,1.0,2021-04-21,"9,634",ATL
4086,401227325,TOR,BOS,6.0,3.0,2021-04-21,"4,661",TOR
4090,401227323,TB,KC,8.0,9.0,2021-04-22,"5,053",KC
4091,401227333,SEA,BOS,7.0,3.0,2021-04-22,"4,617",SEA
4092,401227329,NYY,CLE,6.0,3.0,2021-04-22,"6,380",NYY
4096,401227340,NYY,CLE,5.0,3.0,2021-04-23,"8,662",NYY
4097,401227347,TOR,TB,5.0,3.0,2021-04-23,"5,564",TOR
4098,401227341,OAK,BAL,3.0,1.0,2021-04-23,"7,574",OAK
4100,401227345,SEA,BOS,5.0,6.0,2021-04-23,"4,646",BOS
4104,401227360,SEA,BOS,8.0,2.0,2021-04-24,"4,621",SEA
4105,401227355,NYY,CLE,2.0,1.0,2021-04-24,"8,817",NYY
4106,401227362,TOR,TB,3.0,5.0,2021-04-24,"6,688",TB
4107,401227356,OAK,BAL,7.0,2.0,2021-04-24,"7,616",OAK
4112,401227375,SEA,BOS,3.0,5.0,2021-04-25,"4,510",BOS
4113,401227377,TOR,TB,1.0,0.0,2021-04-25,"6,372",TOR
4115,401227371,OAK,BAL,1.0,8.0,2021-04-25,"8,107",BAL
4116,401227370,NYY,CLE,3.0,7.0,2021-04-25,"8,766",CLE
4120,401227386,NYY,BAL,2.0,4.0,2021-04-26,"6,367",BAL
4121,401227387,OAK,TB,2.0,1.0,2021-04-26,"2,981",OAK
4124,401227399,NYY,BAL,5.0,1.0,2021-04-27,"6,662",NYY
4125,401227400,OAK,TB,3.0,4.0,2021-04-27,"2,924",TB
4126,401227391,BOS,NYM,2.0,1.0,2021-04-27,"7,917",BOS
4127,401227404,WSH,TOR,5.0,9.0,2021-04-27,"1,471",TOR
4132,401227414,NYY,BAL,7.0,0.0,2021-04-28,"7,338",NYY
4133,401227406,BOS,NYM,1.0,0.0,2021-04-28,"8,051",BOS
4134,401227415,OAK,TB,0.0,2.0,2021-04-28,"3,374",TB
4138,401227419,WSH,TOR,8.0,2.0,2021-04-28,"1,274",WSH
4140,401227425,NYY,BAL,3.0,4.0,2021-04-29,"7,738",BAL
4141,401227426,OAK,TB,3.0,2.0,2021-04-29,"3,737",OAK
4144,401227420,BOS,TEX,1.0,4.0,2021-04-30,"23,640",TEX
4145,401227436,DET,NYY,0.0,10.0,2021-04-30,"9,523",NYY
4146,401227437,HOU,TB,9.0,2.0,2021-04-30,"6,169",HOU
4147,401227430,ATL,TOR,5.0,13.0,2021-04-30,"1,629",TOR
4152,401227452,HOU,TB,3.0,1.0,2021-05-01,"7,335",HOU
4153,401227447,BOS,TEX,6.0,8.0,2021-05-01,"35,129",TEX
4154,401227445,ATL,TOR,5.0,6.0,2021-05-01,"1,634",TOR
4155,401227432,BOS,TEX,6.0,1.0,2021-05-01,"28,267",BOS
4157,401227451,DET,NYY,4.0,6.0,2021-05-01,"10,015",NYY
4158,401227446,BAL,OAK,8.0,4.0,2021-05-01,"6,469",BAL
4159,401227431,BAL,OAK,3.0,2.0,2021-05-01,"5,777",BAL
4166,401227467,HOU,TB,4.0,5.0,2021-05-02,"6,933",TB
4167,401227461,BAL,OAK,5.0,7.0,2021-05-02,"5,862",OAK
4168,401227466,DET,NYY,0.0,2.0,2021-05-02,"10,021",NYY
4169,401227460,ATL,TOR,2.0,7.0,2021-05-02,"1,554",TOR
4173,401227462,BOS,TEX,3.0,5.0,2021-05-02,"29,190",TEX
4176,401227474,BAL,SEA,5.0,3.0,2021-05-04,"5,776",BAL
4177,401227483,TOR,OAK,4.0,5.0,2021-05-04,"2,944",OAK
4178,401227481,TB,LAA,7.0,3.0,2021-05-04,"10,641",TB
4181,401227490,HOU,NYY,3.0,7.0,2021-05-04,"10,850",NYY
4182,401227489,DET,BOS,7.0,11.0,2021-05-04,"4,677",BOS
4186,401227496,TB,LAA,8.0,3.0,2021-05-05,"8,152",TB
4187,401227498,TOR,OAK,1.0,4.0,2021-05-05,"2,970",OAK
4188,401227486,BAL,SEA,2.0,5.0,2021-05-05,"6,504",SEA
4189,401227501,BAL,SEA,6.0,0.0,2021-05-05,"6,742",BAL
4190,401227505,HOU,NYY,3.0,6.0,2021-05-05,"9,895",NYY
4191,401227504,DET,BOS,6.0,5.0,2021-05-05,"4,661",DET
4198,401227523,TOR,OAK,10.0,4.0,2021-05-06,"3,611",TOR
4199,401227517,DET,BOS,9.0,12.0,2021-05-06,"4,734",BOS
4200,401227518,HOU,NYY,7.0,4.0,2021-05-06,"10,042",HOU
4201,401227513,TOR,OAK,9.0,4.0,2021-05-06,"2,893",TOR
4202,401227511,TB,LAA,3.0,1.0,2021-05-06,"9,169",TB
4208,401227538,WSH,NYY,11.0,4.0,2021-05-07,"10,010",WSH
4209,401227525,BOS,BAL,6.0,2.0,2021-05-07,"7,724",BOS
4210,401227521,TB,LAA,8.0,3.0,2021-05-07,"8,840",TB
4214,401227540,BOS,BAL,11.0,6.0,2021-05-08,"10,598",BOS
4215,401227552,TOR,HOU,8.0,4.0,2021-05-08,"25,794",TOR
4216,401227553,WSH,NYY,3.0,4.0,2021-05-08,"10,850",NYY
4217,401227537,TOR,HOU,4.0,10.0,2021-05-08,"25,410",HOU
4218,401227536,TB,OAK,1.0,2.0,2021-05-08,"5,058",OAK
4219,401227551,TB,OAK,3.0,6.0,2021-05-08,"7,707",OAK
4226,401227555,BOS,BAL,4.0,3.0,2021-05-09,"10,274",BOS
4227,401227568,WSH,NYY,2.0,3.0,2021-05-09,"10,092",NYY
4228,401227566,TB,OAK,4.0,3.0,2021-05-09,"6,911",TB
4229,401227567,TOR,HOU,4.0,7.0,2021-05-09,"24,355",HOU
4234,401227570,BOS,BAL,1.0,4.0,2021-05-10,"6,826",BAL
4236,401227589,TOR,ATL,5.0,3.0,2021-05-11,"21,688",TOR
4237,401227576,BAL,NYM,2.0,3.0,2021-05-11,"7,930",NYM
4238,401227583,OAK,BOS,3.0,2.0,2021-05-11,"9,264",OAK
